"Year","Occupation","Total_Number","Men_Number","Women_Number","Total_MedianEarnings","Men_MedianEarnings","Women_MedianEarnings"
2022,"Computer systems analysts",535886,320955,214931,82464,92580,82464
2022,"Information security analysts",175555,146013,29542,106640,115110,106640
2022,"Computer programmers",250047,205941,44106,95305,104611,95305
2022,"Software developers",1846122,1512175,333947,115495,129101,115495
2022,"Software quality assurance analysts and testers",75997,39994,36003,82827,90429,82827
2022,"Web developers",78568,57718,20850,76955,83108,76955
2022,"Web and digital interface designers",48594,26241,22353,74038,82317,74038
2022,"Computer support specialists",589758,444692,145066,63051,66881,63051
2022,"Database administrators and architects",125962,89681,36281,78027,114609,78027
2022,"Network and computer systems administrators",218521,181907,36614,78060,85235,78060
2022,"Computer network architects",112961,101784,11177,101285,105770,101285
2022,"Computer occupations, all other",733042,563854,169188,72532,78411,72532
2022,"Actuaries",39517,27474,12043,122497,132140,122497
2022,"Mathematicians",3016,2268,748,119472,117257,119472
2022,"Operations research analysts",178336,89616,88720,84185,96474,84185
2022,"Statisticians",46252,23731,22521,92952,97275,92952
2022,"Other mathematical science occupations",331212,189901,141311,81337,100182,81337
2022,"Architecture and Engineering Occupations:",3249897,2733381,516516,85163,96938,85163
2022,"Architects, except landscape and naval",202070,150719,51351,86431,110070,86431
2022,"Landscape architects",24750,17807,6943,68008,85003,68008
2022,"Surveyors, cartographers, and photogrammetrists",28511,23445,5066,69524,75969,69524
2022,"Aerospace engineers",155010,133666,21344,106551,118953,106551
2022,"Bioengineers and biomedical engineers",15553,12542,3011,103865,94521,103865
2022,"Chemical engineers",82100,66064,16036,112291,114076,112291
2022,"Civil engineers",429376,358874,70502,92430,101084,92430
2022,"Computer hardware engineers",55125,47982,7143,107098,120913,107098
2022,"Electrical and electronics engineers",253092,232283,20809,103023,112930,103023
2022,"Environmental engineers",30035,20496,9539,87249,102469,87249
2022,"Industrial engineers, including health and safety",270858,206902,63956,86967,94349,86967
2022,"Marine engineers and naval architects",12940,12073,867,82378,104597,82378
2022,"Materials engineers",44999,38118,6881,91945,95850,91945
2022,"Mechanical engineers",327657,297171,30486,93962,98686,93962
2022,"Mining and geological engineers, including mining safety engineers",4728,4339,389,96420,108479,96420
2022,"Nuclear engineers",6408,5955,453,86993,109317,86993
2022,"Petroleum engineers",18862,17042,1820,153838,161474,153838
2022,"Engineers, all other",596232,512871,83361,103741,108357,103741
2022,"Architectural and civil drafters",43627,36080,7547,61212,64941,61212
2022,"Other drafters",77558,63873,13685,56194,63541,56194
2022,"Electrical and electronic engineering technologists and technicians",93709,84379,9330,49612,71105,49612
2022,"Other engineering technologists and technicians, except drafters",412315,331462,80853,52072,66660,52072
2022,"Surveying and mapping technicians",60327,55215,5112,46909,56945,46909
2022,"Life, Physical, and Social Science Occupations:",1501291,806819,694472,73766,82726,73766
2022,"Agricultural and food scientists",32717,22313,10404,74307,86371,74307
2022,"Biological scientists",84269,44954,39315,71622,78593,71622
2022,"Conservation scientists and foresters",26456,17493,8963,59710,70267,59710
2022,"Medical scientists",141106,60923,80183,81833,88366,81833
2022,"Life scientists, all other",7026,2838,4188,73406,79274,73406
2022,"Astronomers and physicists",16327,13613,2714,102606,128655,102606
2022,"Atmospheric and space scientists",12266,10446,1820,83784,90551,83784
2022,"Chemists and materials scientists",96014,59299,36715,70382,91206,70382
2022,"Environmental scientists and specialists, including health",39059,22962,16097,73856,76256,73856
2022,"Geoscientists and hydrologists, except geographers",39288,31081,8207,92644,92221,92644
2022,"Physical scientists, all other",334095,189597,144498,82357,101138,82357
2022,"Economists",31323,19004,12319,119646,143243,119646
2022,"Survey researchers",1520,485,1035,61570,106362,61570
2022,"Clinical and counseling psychologists",14269,4883,9386,104725,124647,104725
2022,"School psychologists",40631,5377,35254,80587,82558,80587
2022,"Other psychologists",109751,31752,77999,89723,106467,89723
2022,"Sociologists",3113,695,2418,86460,86983,86460
2022,"Urban and regional planners",36742,20347,16395,75641,89119,75641
2022,"Miscellaneous social scientists and related workers",41092,20909,20183,85214,93580,85214
2022,"Agricultural and food science technicians",37352,24576,12776,48415,55667,48415
2022,"Biological technicians",18891,8815,10076,56593,58397,56593
2022,"Chemical technicians",55660,36798,18862,55475,61602,55475
2022,"Environmental science and geoscience technicians",15088,11425,3663,55049,70601,55049
2022,"Nuclear technicians",3425,2729,696,92280,96460,92280
2022,"Social science research assistants",5878,2636,3242,48654,57102,48654
2022,"Other life, physical, and social science technicians",172353,83706,88647,49412,53818,49412
2022,"Occupational health and safety specialists and technicians",85580,57163,28417,68057,75724,68057
2022,"Education, Legal, Community Service, Arts, and Media Occupations:",12252605,4462374,7790231,56064,70370,56064
2022,"Community and Social Service Occupations:",2106009,729606,1376403,53745,54946,53745
2022,"Substance abuse and behavioral disorder counselors",91092,25245,65847,53313,51202,53313
2022,"Educational, guidance, and career counselors and advisors",282549,67892,214657,58479,60070,58479
2022,"Marriage and family therapists",15121,3679,11442,62162,61027,62162
2022,"Mental health counselors",118601,29016,89585,56376,59080,56376
2022,"Rehabilitation counselors",17884,5809,12075,56611,63433,56611
2022,"Counselors, all other",135346,45623,89723,50474,56216,50474
2022,"Child, family, and school social workers",68385,11440,56945,50657,53292,50657
2022,"Healthcare social workers",68726,13559,55167,56811,55330,56811
2022,"Mental health and substance abuse social workers",29135,4073,25062,63399,66049,63399
2022,"Social workers, all other",481554,78305,403249,56833,58100,56833
2022,"Probation officers and correctional treatment specialists",71868,30331,41537,58035,63247,58035
2022,"Social and human service assistants",184923,42545,142378,43698,47519,43698
2022,"Other community and social service specialists",84475,25171,59304,50408,61299,50408
2022,"Clergy",357534,303616,53918,50724,52968,50724
2022,"Directors, religious activities and education",53256,23722,29534,48760,59830,48760
2022,"Religious workers, all other",45560,19580,25980,37335,45061,37335
2022,"Legal Occupations:",1621996,759033,862963,80673,150658,80673
2022,"Lawyers",1036761,637005,399756,134805,162510,134805
2022,"Judicial law clerks",19966,4292,15674,57254,73449,57254
2022,"Judges, magistrates, and other judicial workers",61766,28714,33052,100993,147752,100993
2022,"Paralegals and legal assistants",377255,54720,322535,57420,55722,57420
2022,"Title examiners, abstractors, and searchers",85785,20749,65036,52229,83353,52229
2022,"Legal support workers, all other",40463,13553,26910,57480,62558,57480
2022,"Educational Instruction, and Library Occupations:",6389431,1823649,4565782,53519,66043,53519
2022,"Postsecondary teachers",926405,480523,445882,75212,88740,75212
2022,"Preschool and kindergarten teachers",518739,13288,505451,34472,38933,34472
2022,"Elementary and middle school teachers",2267573,467639,1799934,57590,62514,57590
2022,"Secondary school teachers",966451,423136,543315,61448,66453,61448
2022,"Special education teachers",298468,43741,254727,58527,61105,58527
2022,"Tutors",23991,7643,16348,36227,26756,36227
2022,"Other teachers and instructors",390274,180142,210132,49175,62956,49175
2022,"Archivists, curators, and museum technicians",59778,27011,32767,60163,66255,60163
2022,"Librarians and media collections specialists",151697,33331,118366,59444,60830,59444
2022,"Library technicians",13177,3478,9699,33480,38700,33480
2022,"Teaching assistants",653135,115145,537990,26511,33387,26511
2022,"Other educational instruction and library workers",119743,28572,91171,62714,75534,62714
2022,"Arts, Design, Entertainment, Sports, and Media Occupations:",2135169,1150086,985083,60840,67623,60840
2022,"Artists and related workers",181001,106707,74294,42772,62407,42772
2022,"Commercial and industrial designers",12508,9554,2954,77891,74640,77891
2022,"Fashion designers",18463,3218,15245,56181,88724,56181
2022,"Floral designers",31319,3997,27322,35201,42387,35201
2022,"Graphic designers",229189,111263,117926,55657,62654,55657
2022,"Interior designers",79579,16285,63294,63763,59117,63763
2022,"Merchandise displayers and window trimmers",20746,8529,12217,35946,37153,35946
2022,"Other designers",298518,181424,117094,70319,81272,70319
2022,"Actors",15494,9132,6362,49659,44656,49659
2022,"Producers and directors",167133,103646,63487,78363,82973,78363
2022,"Athletes and sports competitors",22652,19838,2814,79397,62924,79397
2022,"Coaches and scouts",132754,84572,48182,50726,56604,50726
2022,"Umpires, referees, and other sports officials",3251,2368,883,17119,72930,17119
2022,"Dancers and choreographers",7129,2051,5078,52434,39542,52434
2022,"Music directors and composers",25869,19665,6204,53399,55261,53399
2022,"Musicians and singers",44487,33605,10882,38804,50507,38804
2022,"Disc jockeys, except radio",6954,6426,528,40802,37356,40802
2022,"Entertainers and performers, sports and related workers, all other",15150,8774,6376,37899,51148,37899
2022,"Broadcast announcers and radio disc jockeys",16281,10838,5443,60047,69747,60047
2022,"News analysts, reporters, and journalists",64582,35469,29113,67336,68568,67336
2022,"Public relations specialists",131938,47789,84149,76835,91028,76835
2022,"Editors",98889,42287,56602,67529,70591,67529
2022,"Technical writers",49967,21913,28054,82147,87478,82147
2022,"Writers and authors",146504,65251,81253,67291,70712,67291
2022,"Interpreters and translators",49034,14446,34588,44206,52010,44206
2022,"Court reporters and simultaneous captioners",22611,2485,20126,70078,62289,70078
2022,"Media and communication workers, all other",17085,8173,8912,78983,70352,78983
2022,"Broadcast, sound, and lighting technicians",70890,64821,6069,56296,63222,56296
2022,"Photographers",89594,52381,37213,41408,52014,41408
2022,"Television, video, and film camera operators and editors",64131,51814,12317,64202,61917,64202
2022,"Healthcare Practitioners and Technical Occupations:",7555731,2062441,5493290,72119,95762,72119
2022,"Chiropractors",49704,35647,14057,64268,91442,64268
2022,"Dentists",107523,73136,34387,158308,200421,158308
2022,"Dietitians and nutritionists",75139,8822,66317,63446,59936,63446
2022,"Optometrists",31705,18464,13241,123300,140450,123300
2022,"Pharmacists",270137,116667,153470,128132,136253,128132
2022,"Physician assistants",128908,46373,82535,115573,135113,115573
2022,"Podiatrists",11024,8400,2624,161157,157855,161157
2022,"Audiologists",16664,2473,14191,86087,102026,86087
2022,"Occupational therapists",104462,14335,90127,76619,93640,76619
2022,"Physical therapists",208175,87749,120426,82476,93258,82476
2022,"Radiation therapists",9758,2711,7047,81293,96035,81293
2022,"Recreational therapists",8910,1930,6980,44525,60696,44525
2022,"Respiratory therapists",96545,36278,60267,71223,81234,71223
2022,"Speech-language pathologists",129314,7358,121956,72470,82439,72470
2022,"Exercise physiologists",5742,2673,3069,46671,52080,46671
2022,"Therapists, all other",157845,30299,127546,58782,61237,58782
2022,"Veterinarians",78560,28990,49570,115521,134325,115521
2022,"Registered nurses",2607050,359266,2247784,77582,84879,77582
2022,"Nurse anesthetists",36383,16431,19952,197523,208895,197523
2022,"Nurse practitioners",223275,29247,194028,114981,127337,114981
2022,"Acupuncturists",9171,3162,6009,62294,69136,62294
2022,"Healthcare diagnosing or treating practitioners, all other",5346,1429,3917,44128,96354,44128
2022,"Clinical laboratory technologists and technicians",269700,80377,189323,52635,57720,52635
2022,"Dental hygienists",86924,6767,80157,68169,104097,68169
2022,"Cardiovascular technologists and technicians",39541,14883,24658,51279,83642,51279
2022,"Diagnostic medical sonographers",71695,18023,53672,77120,100457,77120
2022,"Radiologic technologists and technicians",180681,62667,118014,62137,72316,62137
2022,"Magnetic resonance imaging technologists",45143,20322,24821,78825,89959,78825
2022,"Nuclear medicine technologists and medical dosimetrists",29248,15768,13480,99444,114031,99444
2022,"Emergency medical technicians",101055,59902,41153,39461,44647,39461
2022,"Paramedics",96527,67216,29311,60973,69149,60973
2022,"Pharmacy technicians",289611,69767,219844,38225,41503,38225
2022,"Psychiatric technicians",68054,18300,49754,36858,42302,36858
2022,"Surgical technologists",76188,18850,57338,50748,60028,50748
2022,"Veterinary technologists and technicians",120134,12632,107502,36111,41083,36111
2022,"Dietetic technicians and ophthalmic medical technicians",29782,6155,23627,34290,37646,34290
2022,"Licensed practical and licensed vocational nurses",434662,49962,384700,50039,54220,50039
2022,"Medical records specialists",165261,14853,150408,47679,62677,47679
2022,"Opticians, dispensing",46656,14721,31935,42558,52925,42558
2022,"Miscellaneous health technologists and technicians",122797,43480,79317,43235,57628,43235
2022,"Other healthcare practitioners and technical occupations",89704,29886,59818,59509,65991,59509
2022,"Healthcare Support Occupations:",3043706,509885,2533821,34691,39160,34691
2022,"Home health aides",261817,35230,226587,31744,34586,31744
2022,"Personal care aides",764521,157720,606801,31605,34527,31605
2022,"Nursing assistants",811196,105076,706120,33341,37869,33341
2022,"Orderlies and psychiatric aides",47801,28774,19027,35344,36506,35344
2022,"Occupational therapy assistants and aides",31540,6637,24903,41946,54711,41946
2022,"Physical therapist assistants and aides",74517,26973,47544,50768,51734,50768
2022,"Massage therapists",56993,14922,42071,37558,41927,37558
2022,"Dental assistants",191514,13126,178388,37080,46858,37080
2022,"Medical assistants",465770,41162,424608,36930,40256,36930
2022,"Medical transcriptionists",19435,2967,16468,33063,18416,33063
2022,"Pharmacy aides",23074,6216,16858,38750,42692,38750
2022,"Veterinary assistants and laboratory animal caretakers",50948,8182,42766,31684,37670,31684
2022,"Phlebotomists",101559,17136,84423,37723,42319,37723
2022,"Other healthcare support workers",143021,45764,97257,39449,50501,39449
2022,"Protective Service Occupations:",2713817,2175087,538730,50411,64749,50411
2022,"First-line supervisors of correctional officers",37625,25871,11754,56946,71318,56946
2022,"First-line supervisors of police and detectives",90789,76478,14311,76515,101381,76515
2022,"First-line supervisors of firefighting and prevention workers",54918,52862,2056,100436,105051,100436
2022,"First-line supervisors of security workers",70684,50729,19955,50207,70114,50207
2022,"First-line supervisors of protective service workers, all other",3275,2280,995,64372,93803,64372
2022,"Firefighters",323153,306960,16193,70174,78369,70174
2022,"Fire inspectors",26258,23547,2711,72702,72163,72702
2022,"Bailiffs",21671,15015,6656,60858,61309,60858
2022,"Correctional officers and jailers",288930,210944,77986,49947,60376,49947
2022,"Detectives and criminal investigators",134308,98355,35953,82150,95839,82150
2022,"Fish and game wardens",8848,8028,820,62990,65987,62990
2022,"Parking enforcement workers",5293,3726,1567,46356,49970,46356
2022,"Police officers",772084,664790,107294,64004,77017,64004
2022,"Animal control workers",7040,4380,2660,47627,40054,47627
2022,"Private detectives and investigators",98592,50303,48289,55552,73665,55552
2022,"Security guards and gambling surveillance officers",682764,530934,151830,36032,40021,36032
2022,"Crossing guards and flaggers",13006,8801,4205,32354,39571,32354
2022,"Transportation security screeners",31862,20340,11522,45231,51035,45231
2022,"School bus monitors",11736,1124,10612,27091,28949,27091
2022,"Other protective service workers",30981,19620,11361,34628,46536,34628
2022,"Food Preparation and Serving Related Occupations:",3352373,1759798,1592575,27393,32097,27393
2022,"Chefs and head cooks",350589,280063,70526,36114,42271,36114
2022,"First-line supervisors of food preparation and serving workers",325460,137696,187764,31326,39145,31326
2022,"Cooks",1066428,659827,406601,26278,30497,26278
2022,"Food preparation workers",329509,136027,193482,26250,28536,26250
2022,"Bartenders",205622,104293,101329,34599,40614,34599
2022,"Fast food and counter workers",196440,74695,121745,24846,27504,24846
2022,"Waiters and waitresses",588675,216293,372382,27070,32411,27070
2022,"Food servers, nonrestaurant",74727,29713,45014,29753,29674,29753
2022,"Dining room and cafeteria attendants and bartender helpers",73246,35119,38127,23785,28472,23785
2022,"Dishwashers",91285,71684,19601,23978,26381,23978
2022,"Hosts and hostesses, restaurant, lounge, and coffee shop",43548,10790,32758,25477,30323,25477
2022,"Food preparation and serving related workers, all other",6844,3598,3246,25294,27485,25294
2022,"Building and Grounds Cleaning and Maintenance Occupations:",3258466,2164053,1094413,29141,37239,29141
2022,"First-line supervisors of housekeeping and janitorial workers",180417,102480,77937,38773,51616,38773
2022,"First-line supervisors of landscaping, lawn service, and groundskeeping workers",132818,122152,10666,46521,49706,46521
2022,"Janitors and building cleaners",1438528,1010792,427736,29297,37216,29297
2022,"Maids and housekeeping cleaners",641801,112470,529331,27215,32074,27215
2022,"Pest control workers",83839,77939,5900,40791,44103,40791
2022,"Landscaping and groundskeeping workers",693110,654085,39025,29617,34036,29617
2022,"Tree trimmers and pruners",75766,72872,2894,47500,41514,47500
2022,"Other grounds maintenance workers",12187,11263,924,35720,39916,35720
2022,"Personal Care and Service Occupations:",1848587,529611,1318976,31713,40014,31713
2022,"Supervisors of personal care and service workers",41393,20413,20980,46389,54841,46389
2022,"Animal trainers",37531,15778,21753,31347,40882,31347
2022,"Animal caretakers",160405,44743,115662,31277,36633,31277
2022,"Gambling services workers",61595,37221,24374,42957,49199,42957
2022,"Ushers, lobby attendants, and ticket takers",6272,2789,3483,35054,24911,35054
2022,"Other entertainment attendants and related workers",60712,35140,25572,32660,33870,32660
2022,"Embalmers, crematory operators and funeral attendants",11737,7949,3788,31977,42307,31977
2022,"Morticians, undertakers, and funeral arrangers",36592,24063,12529,52754,69717,52754
2022,"Barbers",83677,67965,15712,28297,31947,28297
2022,"Hairdressers, hairstylists, and cosmetologists",389613,42836,346777,34470,42387,34470
2022,"Manicurists and pedicurists",166605,38464,128141,28284,32855,28284
2022,"Skincare specialists",51760,1527,50233,39295,22116,39295
2022,"Other personal appearance workers",11158,1144,10014,30946,41740,30946
2022,"Baggage porters, bellhops, and concierges",62045,46024,16021,34545,42504,34545
2022,"Tour and travel guides",18514,11128,7386,39603,41499,39603
2022,"Childcare workers",391950,18982,372968,26820,36302,26820
2022,"Exercise trainers and group fitness instructors",89723,48141,41582,40103,41796,40103
2022,"Recreation workers",79705,25277,54428,35189,42696,35189
2022,"Residential advisors",26995,11491,15504,35429,37026,35429
2022,"Personal care and service workers, all other",60605,28536,32069,36343,31877,36343
2022,"Sales and Related Occupations:",9812069,5706063,4106006,42808,63240,42808
2022,"First-Line supervisors of retail sales workers",2487276,1414992,1072284,43654,57730,43654
2022,"First-Line supervisors of non-retail sales workers",1008909,632045,376864,63169,75161,63169
2022,"Cashiers",976641,310156,666485,26362,30290,26362
2022,"Counter and rental clerks",41478,26360,15118,36658,42288,36658
2022,"Parts salespersons",96452,81980,14472,40616,45276,40616
2022,"Retail salespersons",1647053,1030492,616561,34094,47582,34094
2022,"Advertising sales agents",89469,46972,42497,72974,80735,72974
2022,"Insurance sales agents",502598,248551,254047,50297,76553,50297
2022,"Securities, commodities, and financial services sales agents",206990,152236,54754,75096,136388,75096
2022,"Travel agents",38810,8596,30214,46567,46293,46567
2022,"Sales representatives of services, except advertising, insurance, financial services, and travel",596182,425701,170481,70422,90555,70422
2022,"Sales representatives, wholesale and manufacturing",1058819,779159,279660,66587,82319,66587
2022,"Models, demonstrators, and product promoters",10302,3684,6618,40143,48933,40143
2022,"Real estate brokers and sales agents",655760,318831,336929,68174,84043,68174
2022,"Sales engineers",50251,45359,4892,113766,129371,113766
2022,"Telemarketers",16248,5706,10542,33773,36238,33773
2022,"Door-to-door sales workers, news and street vendors, and related workers",38869,23154,15715,33846,45696,33846
2022,"Sales and related workers, all other",289962,152089,137873,41194,61359,41194
2022,"Office and Administrative Support Occupations:",12196123,3378577,8817546,42303,50124,42303
2022,"First-Line supervisors of office and administrative support workers",953207,323571,629636,53106,66794,53106
2022,"Switchboard operators, including answering service",11874,2928,8946,39214,48845,39214
2022,"Telephone operators",15731,6116,9615,35736,47477,35736
2022,"Communications equipment operators, all other",5668,3095,2573,51014,51447,51014
2022,"Bill and account collectors",105008,27962,77046,42284,44797,42284
2022,"Billing and posting clerks",370927,48936,321991,41328,50728,41328
2022,"Bookkeeping, accounting, and auditing clerks",850499,115992,734507,46557,51198,46557
2022,"Gambling cage workers",7341,2408,4933,32494,31393,32494
2022,"Payroll and timekeeping clerks",124075,16920,107155,51433,53940,51433
2022,"Procurement clerks",36330,17550,18780,57749,64556,57749
2022,"Tellers",167582,23650,143932,33404,36047,33404
2022,"Financial clerks, all other",104481,39337,65144,51929,88556,51929
2022,"Brokerage clerks",5847,1654,4193,47374,61194,47374
2022,"Correspondence clerks",4848,1518,3330,41658,54600,41658
2022,"Court, municipal, and license clerks",73774,12604,61170,43050,52170,43050
2022,"Credit authorizers, checkers, and clerks",34485,10482,24003,42936,58500,42936
2022,"Customer service representatives",2108914,696037,1412877,40097,45658,40097
2022,"Eligibility interviewers, government programs",77316,15366,61950,48354,60667,48354
2022,"File clerks",96686,24360,72326,41383,42364,41383
2022,"Hotel, motel, and resort desk clerks",70171,28886,41285,27806,31783,27806
2022,"Interviewers, except eligibility and loan",137223,30032,107191,37468,38935,37468
2022,"Library assistants, clerical",39045,9004,30041,36641,44515,36641
2022,"Loan interviewers and clerks",134100,29804,104296,52955,55997,52955
2022,"New accounts clerks",9954,2997,6957,40597,69491,40597
2022,"Order clerks",65223,30838,34385,40105,42307,40105
2022,"Human resources assistants, except payroll and timekeeping",82093,17075,65018,56287,71021,56287
2022,"Receptionists and information clerks",750839,80272,670567,34147,39448,34147
2022,"Reservation and transportation ticket agents and travel clerks",90388,45249,45139,41464,49818,41464
2022,"Information and record clerks, all other",75570,19136,56434,41292,50717,41292
2022,"Cargo and freight agents",20152,10986,9166,41851,61508,41851
2022,"Couriers and messengers",338721,271688,67033,31434,41323,31434
2022,"Public safety telecommunicators",89011,31609,57402,47478,53644,47478
2022,"Dispatchers, except police, fire, and ambulance",162023,74151,87872,41487,52101,41487
2022,"Meter readers, utilities",15812,14185,1627,36174,48833,36174
2022,"Postal service clerks",108218,50954,57264,52300,62120,52300
2022,"Postal service mail carriers",301244,188178,113066,56680,64813,56680
2022,"Postal service mail sorters, processors, and processing machine operators",50805,27976,22829,50992,55348,50992
2022,"Production, planning, and expediting clerks",239078,117293,121785,50161,68540,50161
2022,"Shipping, receiving, and inventory clerks",514600,342668,171932,36061,41324,36061
2022,"Weighers, measurers, checkers, and samplers, recordkeeping",64622,36504,28118,38743,49678,38743
2022,"Executive secretaries and executive administrative assistants",238929,13612,225317,66750,63168,66750
2022,"Legal secretaries and administrative assistants",49918,2368,47550,54249,60891,54249
2022,"Medical secretaries and administrative assistants",100514,8551,91963,40972,41143,40972
2022,"Secretaries and administrative assistants, except legal, medical, and executive",1505203,104869,1400334,43062,50397,43062
2022,"Data entry keyers",199714,49798,149916,38204,42294,38204
2022,"Word processors and typists",18546,2632,15914,38796,44432,38796
2022,"Desktop publishers",1958,1211,747,50724,73448,50724
2022,"Insurance claims and policy processing clerks",209533,37511,172022,42396,52352,42396
2022,"Mail clerks and mail machine operators, except postal service",35948,18444,17504,35025,39923,35025
2022,"Office clerks, general",821193,146046,675147,40659,43344,40659
2022,"Office machine operators, except computer",19501,8849,10652,31554,41003,31554
2022,"Proofreaders and copy markers",6456,1457,4999,42373,53507,42373
2022,"Statistical assistants",23890,11685,12205,59542,64470,59542
2022,"Office and administrative support workers, all other",451335,121573,329762,46177,54109,46177
2022,"Natural Resources, Construction, and Maintenance Occupations:",10738294,10288762,449532,37784,51568,37784
2022,"Farming, Fishing, and Forestry Occupations:",599195,478411,120784,29304,37396,29304
2022,"First-line supervisors of farming, fishing, and forestry workers",40401,34810,5591,45011,54908,45011
2022,"Agricultural inspectors",10816,7309,3507,48915,54320,48915
2022,"Animal breeders",6161,4211,1950,36541,41198,36541
2022,"Graders and sorters, agricultural products",32517,11241,21276,30267,41573,30267
2022,"Miscellaneous agricultural workers",437891,353605,84286,27054,35187,27054
2022,"Fishing and hunting workers",20879,19980,899,41622,44817,41622
2022,"Forest and conservation workers",12887,10573,2314,34028,48045,34028
2022,"Logging workers",37643,36682,961,29128,41561,29128
2022,"Construction and Extraction Occupations:",5992219,5806646,185573,40164,50558,40164
2022,"First-line supervisors of construction trades and extraction workers",587435,565155,22280,52112,66251,52112
2022,"Brickmasons, blockmasons, and stonemasons",90674,89868,806,25968,46505,25968
2022,"Carpenters",886647,869538,17109,32484,46567,32484
2022,"Carpet, floor, and tile installers and finishers",96342,92820,3522,34855,41648,34855
2022,"Cement masons, concrete finishers, and terrazzo workers",38585,38093,492,33804,50417,33804
2022,"Construction laborers",1255611,1212160,43451,35888,41197,35888
2022,"Construction equipment operators",318887,310548,8339,46865,54658,46865
2022,"Drywall installers, ceiling tile installers, and tapers",90045,86600,3445,33424,42135,33424
2022,"Electricians",824589,808472,16117,50310,60671,50310
2022,"Glaziers",39110,38468,642,37593,51123,37593
2022,"Insulation workers",35301,34106,1195,30753,47537,30753
2022,"Painters and paperhangers",376244,348688,27556,31832,40449,31832
2022,"Pipelayers",43677,43138,539,50949,48726,50949
2022,"Plumbers, pipefitters, and steamfitters",511269,504122,7147,54722,56056,54722
2022,"Roofers",135365,131660,3705,26437,42546,26437
2022,"Sheet metal workers",112911,108376,4535,42055,51666,42055
2022,"Structural iron and steel workers",47691,46854,837,58690,62083,58690
2022,"Helpers, construction trades",27323,24892,2431,36921,35414,36921
2022,"Construction and building inspectors",95228,87109,8119,50749,66071,50749
2022,"Elevator and escalator installers and repairers",28847,28510,337,35354,101064,35354
2022,"Fence erectors",21258,20708,550,24784,41146,24784
2022,"Hazardous materials removal workers",18283,13521,4762,38333,52492,38333
2022,"Highway maintenance workers",65146,64231,915,39089,45431,39089
2022,"Septic tank servicers and sewer pipe cleaners",7298,7065,233,45216,51338,45216
2022,"Miscellaneous construction and related workers",34834,33136,1698,32062,40694,32062
2022,"Excavating and loading machine and dragline operators, surface mining",6566,6325,241,54232,54124,54232
2022,"Earth drillers, except oil and gas",21304,21078,226,32335,56919,32335
2022,"Explosives workers, ordnance handling experts, and blasters",7492,7249,243,49495,71451,49495
2022,"Underground mining machine operators",41889,41271,618,61857,73552,61857
2022,"Other extraction workers",49091,46572,2519,65873,54564,65873
2022,"Installation, Maintenance, and Repair Occupations:",4146880,4003705,143175,46973,54928,46973
2022,"First-line supervisors of mechanics, installers, and repairers",225532,208816,16716,61551,72012,61551
2022,"Computer, automated teller, and office machine repairers",105686,95986,9700,44035,50540,44035
2022,"Radio and telecommunications equipment installers and repairers",137710,129091,8619,45547,61800,45547
2022,"Avionics technicians",17554,16393,1161,54856,75104,54856
2022,"Electric motor, power tool, and related repairers",22368,21376,992,29200,53667,29200
2022,"Electrical and electronics repairers, industrial and utility",13922,13411,511,39622,96087,39622
2022,"Electronic equipment installers and repairers, motor vehicles",5866,5701,165,23323,48905,23323
2022,"Audiovisual equipment installers and repairers",36661,35315,1346,55980,48998,55980
2022,"Security and fire alarm systems installers",59424,57597,1827,42956,56185,42956
2022,"Aircraft mechanics and service technicians",131694,126061,5633,54569,72940,54569
2022,"Automotive body and related repairers",106672,104152,2520,33088,52575,33088
2022,"Automotive glass installers and repairers",17953,17408,545,34300,42145,34300
2022,"Automotive service technicians and mechanics",722935,711420,11515,43097,46875,43097
2022,"Bus and truck mechanics and diesel engine specialists",276338,273305,3033,41547,55837,41547
2022,"Heavy vehicle and mobile equipment service technicians and mechanics",190160,187951,2209,35116,61809,35116
2022,"Small engine mechanics",33219,32683,536,60846,43833,60846
2022,"Miscellaneous vehicle and mobile equipment mechanics, installers, and repairers",68875,66032,2843,37124,36218,37124
2022,"Control and valve installers and repairers",25716,24244,1472,50414,59849,50414
2022,"Heating, air conditioning, and refrigeration mechanics and installers",400426,395599,4827,41929,53686,41929
2022,"Home appliance repairers",31862,30211,1651,51113,46240,51113
2022,"Industrial and refractory machinery mechanics",303656,291173,12483,51370,62445,51370
2022,"Maintenance and repair workers, general",648016,622312,25704,40931,53041,40931
2022,"Maintenance workers, machinery",21502,21079,423,73073,59828,73073
2022,"Millwrights",40213,39088,1125,62763,74766,62763
2022,"Electrical power-line installers and repairers",119941,115252,4689,48409,90177,48409
2022,"Telecommunications line installers and repairers",99840,96640,3200,57167,62919,57167
2022,"Precision instrument and equipment repairers",56025,49890,6135,46099,62192,46099
2022,"Coin, vending, and amusement machine servicers and repairers",22030,20364,1666,32476,41975,32476
2022,"Commercial divers",2148,1804,344,31786,55705,31786
2022,"Locksmiths and safe repairers",22207,21430,777,32015,49108,32015
2022,"Riggers",9818,9153,665,59729,61090,59729
2022,"Helpers--installation, maintenance, and repair workers",13927,12948,979,35151,36851,35151
2022,"Other installation, maintenance, and repair workers",148367,141211,7156,39800,46755,39800
2022,"Production Occupations:",7019626,5178333,1841293,36546,49667,36546
2022,"First-line supervisors of production and operating workers",735946,579940,156006,48658,65965,48658
