"Year","Occupation","Total_Number","Men_Number","Women_Number","Total_MedianEarnings","Men_MedianEarnings","Women_MedianEarnings"
2021,"Reservation and transportation ticket agents and travel clerks",68619,36310,32309,44793,47268,40954
2021,"Information and record clerks, all other",71189,16324,54865,41975,49902,40965
2021,"Cargo and freight agents",18867,11736,7131,46424,52108,42840
2021,"Couriers and messengers",305183,250966,54217,38505,40384,30975
2021,"Public safety telecommunicators",89946,27486,62460,45535,48224,43746
2021,"Dispatchers, except police, fire, and ambulance",141622,68448,73174,42257,51474,38628
2021,"Meter readers, utilities",18219,16253,1966,45564,45770,44848
2021,"Postal service clerks",102617,47172,55445,56171,61706,51249
2021,"Postal service mail carriers",294088,185765,108323,59603,61092,55941
2021,"Postal service mail sorters, processors, and processing machine operators",47529,23007,24522,52055,56416,47716
2021,"Production, planning, and expediting clerks",220367,111942,108425,57161,64958,50124
2021,"Shipping, receiving, and inventory clerks",456166,301877,154289,36835,38314,34822
2021,"Weighers, measurers, checkers, and samplers, recordkeeping",49997,27212,22785,39229,44502,36110
2021,"Executive secretaries and executive administrative assistants",233339,13167,220172,63646,59589,63982
2021,"Legal secretaries and administrative assistants",46669,1900,44769,53487,59135,52933
2021,"Medical secretaries and administrative assistants",67982,6014,61968,39237,45610,38975
2021,"Secretaries and administrative assistants, except legal, medical, and executive",1541391,110655,1430736,41767,49636,41478
2021,"Data entry keyers",191759,42530,149229,37238,38441,37074
2021,"Word processors and typists",21768,3559,18209,40683,44606,40286
2021,"Desktop publishers",1479,644,835,52421,61385,50299
2021,"Insurance claims and policy processing clerks",195615,36270,159345,41795,42562,41528
2021,"Mail clerks and mail machine operators, except postal service",45381,24648,20733,34608,36139,32940
2021,"Office clerks, general",772410,141925,630485,38574,43961,37368
2021,"Office machine operators, except computer",26073,11563,14510,33780,35857,32311
2021,"Proofreaders and copy markers",6018,994,5024,43281,69583,42016
2021,"Statistical assistants",25574,12401,13173,57098,65009,52420
2021,"Office and administrative support workers, all other",601362,144611,456751,46581,51543,44989
2021,"Natural Resources, Construction, and Maintenance Occupations:",10065492,9645514,419978,49104,50056,36158
2021,"Farming, Fishing, and Forestry Occupations:",579905,460859,119046,33304,35735,27443
2021,"First-line supervisors of farming, fishing, and forestry workers",37652,32400,5252,47391,50514,42693
2021,"Agricultural inspectors",9045,6527,2518,52933,55942,50044
2021,"Animal breeders",5790,3722,2068,36699,41168,27847
2021,"Graders and sorters, agricultural products",32652,13314,19338,29524,31456,27706
2021,"Miscellaneous agricultural workers",430172,345512,84660,31716,33071,26622
2021,"Fishing and hunting workers",17760,16466,1294,42586,47569,26330
2021,"Forest and conservation workers",14690,12119,2571,43284,46099,36859
2021,"Logging workers",32144,30799,1345,40033,40123,38915
2021,"Construction and Extraction Occupations:",5491759,5327382,164377,46910,47149,39846
2021,"First-line supervisors of construction trades and extraction workers",537525,518003,19522,63502,64032,47932
2021,"Boilermakers",11130,10413,717,61467,62429,35995
2021,"Brickmasons, blockmasons, and stonemasons",87360,86464,896,42838,43196,21892
2021,"Carpenters",774072,758376,15696,42914,43189,39953
2021,"Carpet, floor, and tile installers and finishers",80916,78582,2334,40321,40542,22109
2021,"Cement masons, concrete finishers, and terrazzo workers",40181,39939,242,45439,45369,109059
2021,"Construction laborers",1174004,1134738,39266,40054,40213,32054
2021,"Construction equipment operators",302532,296972,5560,51586,51685,32670
2021,"Drywall installers, ceiling tile installers, and tapers",95159,92842,2317,38973,39364,34665
2021,"Electricians",746973,732195,14778,56709,56969,48039
2021,"Glaziers",37025,36340,685,46533,46878,30419
2021,"Insulation workers",38194,37598,596,50958,51025,46189
2021,"Painters and paperhangers",333769,311599,22170,37248,37846,31077
2021,"Pipelayers",39094,38605,489,43830,43778,73848
2021,"Plumbers, pipefitters, and steamfitters",465305,456655,8650,51703,51668,58257
2021,"Roofers",139496,137715,1781,38911,39049,31141
2021,"Sheet metal workers",98759,94416,4343,49093,49755,42319
2021,"Structural iron and steel workers",45747,45270,477,55523,55630,46148
2021,"Helpers, construction trades",29299,27483,1816,33018,32385,43750
2021,"Construction and building inspectors",82535,73596,8939,63801,64396,61629
2021,"Elevator and escalator installers and repairers",27843,27343,500,92827,93271,59667
2021,"Fence erectors",23001,22071,930,35792,34617,70745
2021,"Hazardous materials removal workers",18523,13564,4959,45507,50660,33003
2021,"Highway maintenance workers",72739,70583,2156,44679,44847,41963
2021,"Rail-track laying and maintenance equipment operators",7663,7100,563,60070,53676,61497
2021,"Miscellaneous construction and related workers",24306,23663,643,42207,42161,45457
2021,"Earth drillers, except oil and gas",18283,17602,681,51650,52220,31615
2021,"Explosives workers, ordnance handling experts, and blasters",6008,5540,468,62678,64257,36859
2021,"Underground mining machine operators",34203,33124,1079,71708,71883,63807
2021,"Other extraction workers",37754,37401,353,56504,56551,45288
2021,"Installation, Maintenance, and Repair Occupations:",3993828,3857273,136555,52167,52346,43061
2021,"First-line supervisors of mechanics, installers, and repairers",217498,201943,15555,69147,70031,57057
2021,"Computer, automated teller, and office machine repairers",117808,105882,11926,50323,50696,43655
2021,"Radio and telecommunications equipment installers and repairers",128838,119055,9783,59459,60345,51664
2021,"Avionics technicians",13455,11756,1699,70016,73120,61492
2021,"Electric motor, power tool, and related repairers",20001,19354,647,52767,53737,36543
2021,"Electrical and electronics repairers, industrial and utility",12854,12163,691,78977,79881,47475
2021,"Audiovisual equipment installers and repairers",32980,30838,2142,49700,50118,46250
2021,"Security and fire alarm systems installers",48196,47214,982,51012,51237,34913
2021,"Aircraft mechanics and service technicians",138159,132416,5743,70247,70631,60315
2021,"Automotive body and related repairers",104072,102308,1764,45302,45663,36710
2021,"Automotive glass installers and repairers",14802,14314,488,44209,43640,70714
2021,"Automotive service technicians and mechanics",683170,672420,10750,44015,44353,34981
2021,"Bus and truck mechanics and diesel engine specialists",277491,274230,3261,52506,52563,46767
2021,"Heavy vehicle and mobile equipment service technicians and mechanics",190639,188672,1967,60747,60788,52235
2021,"Small engine mechanics",37575,37091,484,40203,40276,34235
2021,"Miscellaneous vehicle and mobile equipment mechanics, installers, and repairers",57401,56272,1129,35433,35355,36988
2021,"Control and valve installers and repairers",21784,21534,250,56777,56758,67708
2021,"Heating, air conditioning, and refrigeration mechanics and installers",352550,347256,5294,51613,51671,41299
2021,"Home appliance repairers",26073,24603,1470,42352,43313,32433
2021,"Industrial and refractory machinery mechanics",327811,319320,8491,60350,60638,49832
2021,"Maintenance and repair workers, general",630032,604649,25383,50643,50900,38324
2021,"Maintenance workers, machinery",18028,17515,513,53233,55083,51189
2021,"Millwrights",42096,41530,566,71101,71140,53904
2021,"Electrical power-line installers and repairers",113935,112512,1423,84811,85368,44414
2021,"Telecommunications line installers and repairers",100409,96216,4193,63341,64534,43306
2021,"Precision instrument and equipment repairers",46283,41876,4407,60463,61284,50935
2021,"Coin, vending, and amusement machine servicers and repairers",20243,18477,1766,40449,40683,32663
2021,"Locksmiths and safe repairers",21580,19830,1750,46260,47236,31127
2021,"Manufactured building and mobile home installers",3332,2923,409,41506,41658,37432
2021,"Riggers",7566,7358,208,55205,53421,55959
2021,"Helpers--installation, maintenance, and repair workers",11824,9394,2430,30274,30416,28333
2021,"Other installation, maintenance, and repair workers",140740,132172,8568,44159,44889,32460
2021,"Production Occupations:",6513044,4803799,1709245,42199,46794,34003
2021,"First-line supervisors of production and operating workers",680273,531749,148524,60873,64402,45515
2021,"Aircraft structure, surfaces, rigging, and systems assemblers",3539,2209,1330,50807,58821,31560
2021,"Electrical, electronics, and electromechanical assemblers",91847,48935,42912,36782,40675,33706
2021,"Engine and other machine assemblers",10388,8391,1997,48872,50351,46535
2021,"Structural metal fabricators and fitters",23218,21258,1960,51060,51507,30842
2021,"Other assemblers and fabricators",700586,443752,256834,36600,39217,32982
2021,"Bakers",121930,57906,64024,31459,33425,30431
2021,"Butchers and other meat, poultry, and fish processing workers",191575,154251,37324,36728,38622,31810
2021,"Food and tobacco roasting, baking, and drying machine operators and tenders",8166,7084,1082,43076,43911,31909
2021,"Food batchmakers",61565,29361,32204,35177,41840,31357
2021,"Food cooking machine operators and tenders",5824,3983,1841,30983,30352,31998
2021,"Food processing workers, all other",121205,78234,42971,40082,41780,34963
2021,"Computer numerically controlled tool operators and programmers",76122,69599,6523,49226,50195,39128
2021,"Forming machine setters, operators, and tenders, metal and plastic",26733,22578,4155,43929,44589,41204
2021,"Cutting, punching, and press machine setters, operators, and tenders, metal and plastic",57960,47457,10503,37841,39410,35605
2021,"Grinding, lapping, polishing, and buffing machine tool setters, operators, and tenders, metal and plastic",28691,24476,4215,40234,40965,34604
2021,"Other machine tool setters, operators, and tenders, metal and plastic",7849,6533,1316,46300,46456,42055
2021,"Machinists",302403,292173,10230,52074,52275,39034
2021,"Metal furnace operators, tenders, pourers, and casters",15225,13430,1795,51969,54647,35235
2021,"Model makers and patternmakers, metal and plastic",3661,2933,728,63106,73197,48860
2021,"Molders and molding machine setters, operators, and tenders, metal and plastic",26351,21587,4764,39906,42677,30761
2021,"Tool and die makers",46115,45153,962,61235,61419,30011
2021,"Welding, soldering, and brazing workers",463592,442090,21502,45893,46487,35104
2021,"Other metal workers and plastic workers",321529,256737,64792,41133,42702,35530
2021,"Prepress technicians and workers",14955,9938,5017,41370,46164,31618
2021,"Printing press operators",111644,86988,24656,41226,43017,34313
2021,"Print binding and finishing workers",10067,6153,3914,40806,49758,31649
2021,"Laundry and dry-cleaning workers",70997,23808,47189,27015,30776,26198
2021,"Pressers, textile, garment, and related materials",13747,8060,5687,33010,36425,26437
2021,"Sewing machine operators",83054,24344,58710,29839,31333,28134
2021,"Shoe and leather workers",6583,5123,1460,35837,40287,30083
2021,"Tailors, dressmakers, and sewers",27356,8830,18526,29096,32278,28165
2021,"Textile machine setters, operators, and tenders",15988,7379,8609,30060,28152,30388
2021,"Upholsterers",17071,13899,3172,36009,36846,33211
2021,"Other textile, apparel, and furnishings workers",11916,6740,5176,37204,41049,31024
2021,"Cabinetmakers and bench carpenters",36469,34972,1497,41543,41886,22403
2021,"Furniture finishers",7935,6311,1624,35764,37184,21704
2021,"Sawing machine setters, operators, and tenders, wood",21181,18496,2685,37552,38500,36236
2021,"Woodworking machine setters, operators, and tenders, except sawing",10773,8120,2653,37916,41407,28406
2021,"Other woodworkers",17591,15989,1602,39043,40028,29208
2021,"Power plant operators, distributors, and dispatchers",41209,39411,1798,102891,103344,65905
2021,"Stationary engineers and boiler operators",88042,84790,3252,69405,69654,63750
2021,"Water and wastewater treatment plant and system operators",91226,86094,5132,56446,56586,53269
2021,"Miscellaneous plant and system operators",35673,34170,1503,71178,71488,58189
2021,"Chemical processing machine setters, operators, and tenders",59730,52571,7159,57253,59408,38236
2021,"Crushing, grinding, polishing, mixing, and blending workers",65192,58375,6817,42736,44618,31880
2021,"Cutting workers",40478,30513,9965,36999,39235,31340
2021,"Extruding, forming, pressing, and compacting machine setters, operators, and tenders",19817,15383,4434,39526,40742,32200
2021,"Furnace, kiln, oven, drier, and kettle operators and tenders",8079,6879,1200,45607,50587,35596
2021,"Inspectors, testers, sorters, samplers, and weighers",660266,417208,243058,47045,53066,37466
2021,"Jewelers and precious stone and metal workers",26900,16139,10761,46700,49903,41093
2021,"Dental and ophthalmic laboratory technicians and medical appliance technicians",55519,24964,30555,39249,51611,35406
2021,"Packaging and filling machine operators and tenders",194284,88902,105382,33493,38073,31220
2021,"Painting workers",114288,104235,10053,42027,42313,35279
2021,"Photographic process workers and processing machine operators",24554,17437,7117,71559,75319,50975
2021,"Adhesive bonding machine operators and tenders",7917,4722,3195,42228,48941,40471
2021,"Etchers and engravers",6385,3917,2468,42035,42083,41996
2021,"Molders, shapers, and casters, except metal and plastic",20650,18385,2265,39649,40024,30033
2021,"Paper goods machine setters, operators, and tenders",15052,10466,4586,49453,54187,31916
2021,"Tire builders",12500,11479,1021,46571,47861,43099
2021,"Helpers--production workers",36383,25747,10636,30824,31344,27475
2021,"Other production equipment operators and tenders",6991,5983,1008,35810,36674,31623
2021,"Other production workers",1008235,729020,279215,39973,42355,32570
2021,"Transportation and Material Moving Occupations:",7717755,6336490,1381265,40104,41748,31204
2021,"Transportation Occupations:",3924770,3496398,428372,50033,50848,36219
2021,"Supervisors of transportation and material moving workers",250906,186548,64358,52083,54946,42133
2021,"Aircraft pilots and flight engineers",105157,98806,6351,124279,126654,66683
2021,"Air traffic controllers and airfield operations specialists",34500,27458,7042,101900,103215,84347
2021,"Flight attendants",44824,12491,32333,52462,57217,51670
2021,"Ambulance drivers and attendants, except emergency medical technicians",6587,4889,1698,30437,30790,24877
2021,"Bus drivers, school",91110,40985,50125,31488,35281,29823
2021,"Bus drivers, transit and intercity",136931,93430,43501,47359,51316,40072
2021,"Driver/sales workers and truck drivers",2688943,2544011,144932,50237,50665,32433
2021,"Shuttle drivers and chauffeurs",31207,25742,5465,35089,36442,27868
2021,"Taxi drivers",165505,144580,20925,35732,36445,28349
2021,"Motor vehicle operators, all other",67612,55819,11793,35995,37831,30188
2021,"Locomotive engineers and operators",32394,30388,2006,91619,94520,56677
2021,"Railroad conductors and yardmasters",36130,33279,2851,77227,77636,76197
2021,"Other rail transportation workers",18013,15338,2675,72996,74410,71520
2021,"Sailors and marine oilers",18365,17746,619,51397,52056,36382
2021,"Ship and boat captains and operators",27748,25820,1928,75963,78163,39260
2021,"Ship engineers",3754,3533,221,88317,89665,41653
2021,"Parking attendants",26867,24251,2616,28328,28696,26605
2021,"Transportation service attendants",59009,51706,7303,30602,30968,24959
2021,"Transportation inspectors",32020,28666,3354,65957,68108,52332
2021,"Passenger attendants",11699,4108,7591,29144,45298,25131
2021,"Other transportation workers",35489,26804,8685,52313,54458,50943
2021,"Material Moving Occupations:",3792985,2840092,952893,33419,35459,30257
2021,"Crane and tower operators",53006,52071,935,64828,65103,50198
2021,"Conveyor, dredge, and hoist and winch operators",16360,15170,1190,48253,50442,34610
2021,"Industrial truck and tractor operators",505418,462162,43256,37327,37393,36405
2021,"Cleaners of vehicles and equipment",209680,174539,35141,31241,31574,29889
2021,"Laborers and freight, stock, and material movers, hand",1545200,1220901,324299,34780,36255,30367
2021,"Machine feeders and offbearers",18236,10082,8154,31876,34717,29545
2021,"Packers and packagers, hand",331821,150887,180934,29811,30880,28094
2021,"Stockers and order fillers",969194,628961,340233,31164,31648,30264
2021,"Pumping station operators",20505,19594,911,69626,68565,93402
2021,"Refuse and recyclable material collectors",70075,61562,8513,38942,40614,29156
2021,"Other material moving workers",53490,44163,9327,40736,43102,32754
2022,"Chief executives",1426995,1019568,407427,159808,174891,136126
2022,"General and operations managers",1176602,776480,400122,81426,88195,71358
2022,"Legislators",13390,8069,5321,72234,75576,64237
2022,"Advertising and promotions managers",51832,22945,28887,86211,108860,78248
2022,"Marketing managers",550021,213970,336051,93501,105433,85327
2022,"Sales managers",538413,372095,166318,108275,121666,86475
2022,"Public relations and fundraising managers",102024,33508,68516,85602,97298,80813
2022,"Administrative services managers",55365,15535,39830,69447,86262,64527
2022,"Facilities managers",112151,89784,22367,75700,79014,63293
2022,"Computer and information systems managers",608886,443785,165101,127142,131824,113908
2022,"Financial managers",1369774,619758,750016,92533,115793,77072
2022,"Compensation and benefits managers",19666,4057,15609,107377,140212,104067
2022,"Human resources managers",272528,67363,205165,96232,109596,92335
2022,"Training and development managers",72114,29597,42517,85456,91723,78068
2022,"Industrial production managers",289682,221926,67756,90009,91286,81724
2022,"Purchasing managers",234722,117357,117365,87491,95969,81442
2022,"Transportation, storage, and distribution managers",304688,239844,64844,64609,65314,61821
2022,"Farmers, ranchers, and other agricultural managers",463298,402198,61100,50519,51890,37170
2022,"Construction managers",944485,864745,79740,83790,84670,75350
2022,"Education and childcare administrators",894262,318091,576171,79682,91309,73150
2022,"Architectural and engineering managers",214519,189262,25257,158325,159400,151802
2022,"Food service managers",783422,422635,360787,48167,53816,41433
2022,"Funeral home managers",7195,3643,3552,74296,95277,60988
2022,"Entertainment and recreation managers",47730,30321,17409,57888,61369,53676
2022,"Lodging managers",99384,52915,46469,58185,65160,52213
2022,"Medical and health services managers",731398,204296,527102,81740,91963,78812
2022,"Natural sciences managers",42001,15085,26916,82685,89828,77602
2022,"Postmasters and mail superintendents",23657,12411,11246,82241,86108,78405
2022,"Property, real estate, and community association managers",471991,220884,251107,63550,73388,57521
2022,"Social and community service managers",456846,134049,322797,64254,72390,62101
2022,"Emergency management directors",14342,9100,5242,86406,93258,75270
2022,"Personal service managers, all other",59103,19295,39808,49420,62724,45091
2022,"Managers, all other",3971697,2455515,1516182,93144,102003,80164
2022,"Business and Financial Operations Occupations:",8274826,3873340,4401486,79502,90069,71856
2022,"Agents and business managers of artists, performers, and athletes",38529,21211,17318,80544,86989,77522
2022,"Buyers and purchasing agents, farm products",11016,7827,3189,60016,57154,60689
2022,"Wholesale and retail buyers, except farm products",162959,83545,79414,49096,49268,48925
2022,"Purchasing agents, except wholesale, retail, and farm products",258874,122580,136294,64287,66926,61882
2022,"Claims adjusters, appraisers, examiners, and investigators",310640,123246,187394,62505,71947,56033
2022,"Compliance officers",318026,142392,175634,76409,78206,75146
2022,"Cost estimators",144707,121540,23167,77484,81208,62419
2022,"Human resources workers",891153,227697,663456,69090,76169,67046
2022,"Compensation, benefits, and job analysis specialists",75148,20335,54813,65693,72058,62674
2022,"Training and development specialists",163797,76066,87731,69172,74779,64361
2022,"Logisticians",163635,102377,61258,61013,63544,57006
2022,"Project management specialists",881434,484191,397243,95459,101467,88226
2022,"Management analysts",843716,478995,364721,100415,106052,90607
2022,"Meeting, convention, and event planners",108107,26274,81833,60362,61757,60240
2022,"Fundraisers",69452,18839,50613,80245,91118,77105
2022,"Market research analysts and marketing specialists",359922,151099,208823,78777,87080,73866
2022,"Business operations specialists, all other",398142,174164,223978,71055,83974,62437
2022,"Accountants and auditors",1477357,620203,857154,80484,91014,74083
2022,"Property appraisers and assessors",71885,47403,24482,74566,80357,62466
2022,"Budget analysts",46344,16899,29445,86190,94450,82126
2022,"Credit analysts",32625,16399,16226,67216,71535,64683
2022,"Financial and investment analysts",315205,183483,131722,94528,102368,86475
2022,"Personal financial advisors",413396,287413,125983,112886,131967,83251
2022,"Insurance underwriters",128162,51085,77077,74709,81183,71420
2022,"Financial examiners",21466,11521,9945,82323,96265,63210
2022,"Credit counselors and loan officers",350286,166771,183515,74696,94848,62044
2022,"Tax examiners and collectors, and revenue agents",60965,22196,38769,58679,76447,56072
2022,"Tax preparers",65064,26768,38296,64212,77442,58976
2022,"Other financial specialists",92814,40821,51993,79522,104766,67224
2022,"Computer, Engineering, and Science Occupations:",10169079,7585606,2583473,94945,99692,83152
2022,"Computer and Mathematical Occupations:",5417891,4045406,1372485,100196,103298,87509
2022,"Computer and information research scientists",28545,21461,7084,112742,106155,123310
2022,"Computer systems analysts",535886,320955,214931,87856,92580,82464
2022,"Information security analysts",175555,146013,29542,113090,115110,106640
2022,"Computer programmers",250047,205941,44106,102971,104611,95305
2022,"Software developers",1846122,1512175,333947,126647,129101,115495
2022,"Software quality assurance analysts and testers",75997,39994,36003,86813,90429,82827
2022,"Web developers",78568,57718,20850,81429,83108,76955
2022,"Web and digital interface designers",48594,26241,22353,78898,82317,74038
2022,"Computer support specialists",589758,444692,145066,65931,66881,63051
2022,"Database administrators and architects",125962,89681,36281,105553,114609,78027
2022,"Network and computer systems administrators",218521,181907,36614,84262,85235,78060
2022,"Computer network architects",112961,101784,11177,105262,105770,101285
2022,"Computer occupations, all other",733042,563854,169188,76909,78411,72532
2022,"Actuaries",39517,27474,12043,130185,132140,122497
2022,"Mathematicians",3016,2268,748,118519,117257,119472
2022,"Operations research analysts",178336,89616,88720,90440,96474,84185
2022,"Statisticians",46252,23731,22521,96339,97275,92952
2022,"Other mathematical science occupations",331212,189901,141311,91190,100182,81337
2022,"Architecture and Engineering Occupations:",3249897,2733381,516516,95144,96938,85163
2022,"Architects, except landscape and naval",202070,150719,51351,103384,110070,86431
2022,"Landscape architects",24750,17807,6943,80363,85003,68008
2022,"Surveyors, cartographers, and photogrammetrists",28511,23445,5066,74594,75969,69524
2022,"Aerospace engineers",155010,133666,21344,116639,118953,106551
2022,"Bioengineers and biomedical engineers",15553,12542,3011,95351,94521,103865
2022,"Chemical engineers",82100,66064,16036,113564,114076,112291
2022,"Civil engineers",429376,358874,70502,99857,101084,92430
2022,"Computer hardware engineers",55125,47982,7143,119711,120913,107098
2022,"Electrical and electronics engineers",253092,232283,20809,111528,112930,103023
2022,"Environmental engineers",30035,20496,9539,97181,102469,87249
2022,"Industrial engineers, including health and safety",270858,206902,63956,92528,94349,86967
2022,"Marine engineers and naval architects",12940,12073,867,103113,104597,82378
2022,"Materials engineers",44999,38118,6881,95351,95850,91945
2022,"Mechanical engineers",327657,297171,30486,97838,98686,93962
2022,"Mining and geological engineers, including mining safety engineers",4728,4339,389,108090,108479,96420
2022,"Nuclear engineers",6408,5955,453,105055,109317,86993
2022,"Petroleum engineers",18862,17042,1820,160807,161474,153838
2022,"Engineers, all other",596232,512871,83361,107364,108357,103741
2022,"Architectural and civil drafters",43627,36080,7547,64223,64941,61212
2022,"Other drafters",77558,63873,13685,62913,63541,56194
2022,"Electrical and electronic engineering technologists and technicians",93709,84379,9330,69010,71105,49612
2022,"Other engineering technologists and technicians, except drafters",412315,331462,80853,63817,66660,52072
2022,"Surveying and mapping technicians",60327,55215,5112,55964,56945,46909
2022,"Life, Physical, and Social Science Occupations:",1501291,806819,694472,78172,82726,73766
2022,"Agricultural and food scientists",32717,22313,10404,81318,86371,74307
2022,"Biological scientists",84269,44954,39315,74822,78593,71622
2022,"Conservation scientists and foresters",26456,17493,8963,65619,70267,59710
2022,"Medical scientists",141106,60923,80183,83891,88366,81833
2022,"Life scientists, all other",7026,2838,4188,76793,79274,73406
2022,"Astronomers and physicists",16327,13613,2714,116101,128655,102606
2022,"Atmospheric and space scientists",12266,10446,1820,89092,90551,83784
2022,"Chemists and materials scientists",96014,59299,36715,82181,91206,70382
2022,"Environmental scientists and specialists, including health",39059,22962,16097,75530,76256,73856
2022,"Geoscientists and hydrologists, except geographers",39288,31081,8207,92283,92221,92644
2022,"Physical scientists, all other",334095,189597,144498,92068,101138,82357
2022,"Economists",31323,19004,12319,128589,143243,119646
2022,"Survey researchers",1520,485,1035,74009,106362,61570
2022,"Clinical and counseling psychologists",14269,4883,9386,115071,124647,104725
2022,"School psychologists",40631,5377,35254,80752,82558,80587
2022,"Other psychologists",109751,31752,77999,96483,106467,89723
2022,"Sociologists",3113,695,2418,86715,86983,86460
2022,"Urban and regional planners",36742,20347,16395,83800,89119,75641
2022,"Miscellaneous social scientists and related workers",41092,20909,20183,90051,93580,85214
2022,"Agricultural and food science technicians",37352,24576,12776,53646,55667,48415
2022,"Biological technicians",18891,8815,10076,57468,58397,56593
2022,"Chemical technicians",55660,36798,18862,59048,61602,55475
2022,"Environmental science and geoscience technicians",15088,11425,3663,63780,70601,55049
2022,"Nuclear technicians",3425,2729,696,96273,96460,92280
2022,"Social science research assistants",5878,2636,3242,55355,57102,48654
2022,"Other life, physical, and social science technicians",172353,83706,88647,51591,53818,49412
2022,"Occupational health and safety specialists and technicians",85580,57163,28417,72787,75724,68057
2022,"Education, Legal, Community Service, Arts, and Media Occupations:",12252605,4462374,7790231,60541,70370,56064
2022,"Community and Social Service Occupations:",2106009,729606,1376403,54126,54946,53745
2022,"Substance abuse and behavioral disorder counselors",91092,25245,65847,52556,51202,53313
2022,"Educational, guidance, and career counselors and advisors",282549,67892,214657,58798,60070,58479
2022,"Marriage and family therapists",15121,3679,11442,61890,61027,62162
2022,"Mental health counselors",118601,29016,89585,57030,59080,56376
2022,"Rehabilitation counselors",17884,5809,12075,57939,63433,56611
2022,"Counselors, all other",135346,45623,89723,51684,56216,50474
2022,"Child, family, and school social workers",68385,11440,56945,50975,53292,50657
2022,"Healthcare social workers",68726,13559,55167,56461,55330,56811
2022,"Mental health and substance abuse social workers",29135,4073,25062,63678,66049,63399
2022,"Social workers, all other",481554,78305,403249,57061,58100,56833
2022,"Probation officers and correctional treatment specialists",71868,30331,41537,59320,63247,58035
2022,"Social and human service assistants",184923,42545,142378,44409,47519,43698
2022,"Other community and social service specialists",84475,25171,59304,52913,61299,50408
2022,"Clergy",357534,303616,53918,52534,52968,50724
2022,"Directors, religious activities and education",53256,23722,29534,53396,59830,48760
2022,"Religious workers, all other",45560,19580,25980,40583,45061,37335
2022,"Legal Occupations:",1621996,759033,862963,105410,150658,80673
2022,"Lawyers",1036761,637005,399756,153540,162510,134805
2022,"Judicial law clerks",19966,4292,15674,61064,73449,57254
2022,"Judges, magistrates, and other judicial workers",61766,28714,33052,122830,147752,100993
2022,"Paralegals and legal assistants",377255,54720,322535,57195,55722,57420
2022,"Title examiners, abstractors, and searchers",85785,20749,65036,55099,83353,52229
2022,"Legal support workers, all other",40463,13553,26910,58117,62558,57480
2022,"Educational Instruction, and Library Occupations:",6389431,1823649,4565782,56913,66043,53519
2022,"Postsecondary teachers",926405,480523,445882,81492,88740,75212
2022,"Preschool and kindergarten teachers",518739,13288,505451,34625,38933,34472
2022,"Elementary and middle school teachers",2267573,467639,1799934,58625,62514,57590
2022,"Secondary school teachers",966451,423136,543315,63636,66453,61448
2022,"Special education teachers",298468,43741,254727,58915,61105,58527
2022,"Tutors",23991,7643,16348,35242,26756,36227
2022,"Other teachers and instructors",390274,180142,210132,54686,62956,49175
2022,"Archivists, curators, and museum technicians",59778,27011,32767,63006,66255,60163
2022,"Librarians and media collections specialists",151697,33331,118366,59774,60830,59444
2022,"Library technicians",13177,3478,9699,36159,38700,33480
2022,"Teaching assistants",653135,115145,537990,27426,33387,26511
2022,"Other educational instruction and library workers",119743,28572,91171,65173,75534,62714
2022,"Arts, Design, Entertainment, Sports, and Media Occupations:",2135169,1150086,985083,63876,67623,60840
2022,"Artists and related workers",181001,106707,74294,52653,62407,42772
2022,"Commercial and industrial designers",12508,9554,2954,77064,74640,77891
2022,"Fashion designers",18463,3218,15245,58626,88724,56181
2022,"Floral designers",31319,3997,27322,35924,42387,35201
2022,"Graphic designers",229189,111263,117926,58685,62654,55657
2022,"Interior designers",79579,16285,63294,63006,59117,63763
2022,"Merchandise displayers and window trimmers",20746,8529,12217,36589,37153,35946
2022,"Other designers",298518,181424,117094,76578,81272,70319
2022,"Actors",15494,9132,6362,49060,44656,49659
2022,"Producers and directors",167133,103646,63487,81166,82973,78363
2022,"Athletes and sports competitors",22652,19838,2814,63959,62924,79397
2022,"Coaches and scouts",132754,84572,48182,53963,56604,50726
2022,"Umpires, referees, and other sports officials",3251,2368,883,48447,72930,17119
2022,"Dancers and choreographers",7129,2051,5078,51837,39542,52434
2022,"Music directors and composers",25869,19665,6204,54232,55261,53399
2022,"Musicians and singers",44487,33605,10882,47054,50507,38804
2022,"Disc jockeys, except radio",6954,6426,528,37734,37356,40802
2022,"Entertainers and performers, sports and related workers, all other",15150,8774,6376,41540,51148,37899
2022,"Broadcast announcers and radio disc jockeys",16281,10838,5443,63795,69747,60047
2022,"News analysts, reporters, and journalists",64582,35469,29113,67721,68568,67336
2022,"Public relations specialists",131938,47789,84149,81373,91028,76835
2022,"Editors",98889,42287,56602,68665,70591,67529
2022,"Technical writers",49967,21913,28054,85795,87478,82147
2022,"Writers and authors",146504,65251,81253,69355,70712,67291
2022,"Interpreters and translators",49034,14446,34588,47489,52010,44206
2022,"Court reporters and simultaneous captioners",22611,2485,20126,69468,62289,70078
2022,"Media and communication workers, all other",17085,8173,8912,74522,70352,78983
2022,"Broadcast, sound, and lighting technicians",70890,64821,6069,61992,63222,56296
2022,"Photographers",89594,52381,37213,48595,52014,41408
2022,"Television, video, and film camera operators and editors",64131,51814,12317,62337,61917,64202
